-1155,-230,978,11480,17010,-4200,1
138,-230,976,10850,18690,-6300,1
125,-228,996,9520,21910,-4480,1
125,-165,972,12040,29330,2030,1
-2,-160,1025,6370,17920,-4340,1
-19,-133,990,8540,24710,840,1
-93,-113,992,8470,30730,3080,1
-145,-116,1008,10780,33250,1610,1
-223,-108,1010,6860,22750,-5320,1
-229,-83,978,8820,22120,-3850,1
-295,-44,964,6090,25900,4060,1
-327,-39,958,2590,23450,8120,1
-452,-26,969,1680,4340,-8120,1
-474,-19,950,3990,1330,-2450,1
-481,-16,930,-9170,-23870,700,1
-330,-31,939,-10290,-32760,6860,1
-243,-58,965,-7840,-35700,7350,1
-185,-109,993,-8190,-23240,3500,1
-185,-115,999,-5810,-19950,1330,1
-165,-115,987,-4970,-14980,2590,1
-186,-99,991,-8330,-21840,-70,1
-135,-136,1010,-7560,-18200,2100,1
-114,-167,1011,-6860,-24430,-1470,1
-35,-189,1021,-10500,-24780,840,1
6,-197,1016,-10850,-17920,5180,1
15,-185,973,-5880,-13160,10080,1
89,-287,1047,-15050,-16660,700,1
106,-216,974,-9380,-13650,3500,1
94,-241,986,-5110,-15470,-1190,1
161,-257,982,-3500,-6860,5950,1
158,-224,949,4900,-6650,6720,1
264,-264,968,-1330,-2030,6720,1
271,-285,996,6090,4830,2240,1
184,-236,958,10710,14420,1750,1
128,-236,992,7070,15750,-910,1
61,-213,982,6580,17010,2590,1
70,-209,992,8890,15610,1330,1
29,-190,997,8190,13090,210,1
41,-171,999,6020,7840,-1260,1
22,-186,1008,6510,19320,3080,1
17,-162,1003,11760,20580,1680,1
-102,-155,1027,4480,2940,-14000,1
-123,-130,1020,6090,7140,-4130,1
-132,-82,978,8960,14000,-2590,1
-173,-95,1001,10290,18970,2030,1
-209,-103,993,2660,16660,1400,1
-223,-80,973,6510,21630,4690,1
-234,-84,975,7910,16310,8470,1
-278,-37,954,3290,22190,12460,1
-307,-34,955,5250,27300,8610,1
-433,-15,924,11060,32410,3290,1
-428,-22,917,8260,18900,1190,1
-587,-7,965,-3500,-3220,-1680,1
-502,-2,923,-13510,-27790,4550,1
-366,-29,922,-15680,-40040,-2240,1
-341,-69,955,-10010,-27650,-770,1
-294,-98,980,-3920,-21140,3290,1
-227,-85,987,-4340,-17500,1540,1
-231,-121,1000,-6230,-16520,0,1
-149,-131,998,-5740,-14070,1190,1
-198,-139,1004,-7630,-13440,-70,1
-152,-107,989,-1470,-11340,3010,1
-172,-134,1002,-5040,-17500,-2450,1
-117,-147,1007,-7700,-18620,-420,1
-75,-163,1004,-7420,-21490,-420,1
-40,-216,1038,-6020,-25060,-3150,1
-15,-193,996,-8680,-24710,-4060,1
38,-175,1000,-12530,-17360,-4970,1
126,-198,989,-3150,-22750,1330,1
137,-221,979,-6160,-24990,1260,1
216,-293,985,-16030,-24850,-5250,1
204,-278,979,-15050,-30940,-3430,1
345,-288,966,-14700,-22610,1610,1
278,-351,997,1820,-490,-1820,1
183,-261,948,12950,18340,1750,1
201,-267,976,8540,16870,3780,1
102,-250,985,12390,18550,-3500,1
78,-197,983,9380,18970,420,1
51,-210,990,10080,19670,840,1
59,-214,1016,10150,19670,1610,1
1,-176,1004,5460,10150,-1050,1
-18,-176,1004,2730,10080,-2520,1
-52,-128,981,7140,15470,560,1
-98,-137,1008,6930,12110,-2030,1
-98,-114,987,9870,20930,4060,1
-160,-109,1020,7910,6930,-4410,1
-205,-105,996,2940,-700,-6860,1
-131,-101,969,7350,21350,7560,1
-252,-90,976,13090,36120,9520,1
-248,-73,974,12110,44240,15400,1
-455,10,954,9660,19600,-560,1
-476,-11,952,3430,-1190,-1540,1
-423,-14,938,-5390,-7910,4340,1
-439,-5,945,-7140,-24500,490,1
-313,-46,949,-10150,-31850,70,1
-254,-83,978,-9310,-28210,3080,1
-196,-75,981,-7980,-20720,4340,1
-186,-115,1001,-7910,-19810,1820,1
-192,-107,996,-5460,-12880,3010,1
-137,-114,984,-5390,-16310,3220,1
-128,-128,997,-4340,-8540,2870,1
-101,-127,1015,-8400,-24780,-4200,1
-64,-165,1020,-5250,-20860,-1120,1
-22,-182,1005,-7560,-26180,-560,1
30,-181,983,-9870,-23660,-280,1
80,-245,1013,-17290,-26950,-1680,1
92,-234,1004,-10990,-23520,-910,1
99,-234,988,-7840,-19600,-2660,1
143,-194,966,-3500,-25200,-560,1
225,-252,952,-5040,-18620,1190,1
236,-207,925,-2100,-17850,5250,1
338,-264,948,-7980,-33040,-4760,1
468,-278,923,-3290,-8820,15190,1
382,-319,924,3780,140,-3010,1
349,-337,949,4340,25550,6790,1
305,-312,978,-490,18270,2520,1
193,-258,961,8330,20860,3710,1
210,-274,993,2940,10080,-350,1
141,-232,973,6440,14980,-2520,1
105,-210,984,11480,17500,910,1
88,-186,978,10500,15050,280,1
98,-173,979,7980,14910,2590,1
93,-167,979,9660,19180,3570,1
40,-206,1032,770,8540,-2870,1
-22,-185,1012,1540,8260,-1610,1
-17,-173,1015,4130,10220,-560,1
-111,-127,988,8610,15120,-2450,1
-118,-139,1003,8120,17360,1330,1
-165,-92,956,13160,33880,8400,1
-229,-113,984,15680,37870,7560,1
-211,-68,952,12600,32270,4410,1
-342,-111,1015,1050,22470,-4900,1
-444,-41,950,5320,15890,70,1
-454,-17,912,5390,7560,-1330,1
-513,-49,975,-1330,-7000,-2450,1
-469,-5,907,-4760,-29470,1960,1
-262,-60,935,-13090,-34160,5880,1
-261,-114,984,-9590,-26250,4410,1
-235,-105,983,-5740,-21070,4410,1
-186,-125,983,-6020,-15890,3850,1
-182,-132,1011,-4620,-22330,-1330,1
-133,-150,1000,-6790,-23170,-910,1
-104,-169,999,-9100,-13230,2170,1
-71,-198,1027,-9030,-17990,560,1
3,-145,980,-3150,-26950,-840,1
13,-202,1001,-6370,-17220,1540,1
32,-213,997,-6860,-21070,-1120,1
90,-225,984,-6510,-11830,4620,1
66,-225,977,-5600,-18270,-1050,1
150,-242,980,-4760,-28140,-6720,1
193,-251,984,-5670,-24150,-2520,1
203,-259,951,-3710,-22260,-5110,1
169,-323,984,-11690,-22540,-3850,1
235,-281,942,-1610,-23870,-7070,1
230,-302,934,-3360,-15050,-1050,1
352,-353,956,700,-1400,1260,1
308,-353,969,5880,14980,-6720,1
135,-275,968,10430,19250,-8610,1
120,-253,982,7840,9100,-9100,1
71,-234,996,8330,7700,-7280,1
107,-228,997,-1470,630,-5810,1
77,-198,967,7840,12600,-350,1
39,-231,1016,5320,6790,-4900,1
0,-220,1003,4060,11900,-840,1
5,-209,1013,4690,12390,-1400,1
-28,-178,1005,5460,17290,-350,1
-91,-145,987,10710,21350,210,1
-107,-159,1011,8050,19530,-210,1
-127,-137,1006,5040,15190,-630,1
-172,-121,983,5250,22610,4900,1
-202,-122,1001,4900,22260,6160,1
-307,-85,984,7140,16800,-2380,1
-338,-32,932,9800,18690,1750,1
-352,-89,980,840,9170,700,1
-389,-99,989,-4690,-2520,-700,1
-396,-47,950,-3290,-18480,-1680,1
-350,-74,948,-7700,-24010,1190,1
-260,-121,988,-10150,-29750,-630,1
-183,-125,986,-8540,-25060,2870,1
-143,-153,1006,-10640,-20580,4620,1
-108,-152,996,-8610,-23940,1120,1
-92,-156,988,-7840,-21980,1190,1
-70,-210,1014,-7000,-15680,1820,1
-47,-194,1009,-6230,-19670,-3500,1
-23,-185,1001,-1190,-15190,-1400,1
-14,-182,995,-2450,-17220,-1190,1
14,-199,988,-4620,-12320,3360,1
